difficulty	stability	retrievability	delta_t	reps	lapses	last_date	due	r_history	t_history	p_history	states	time	factor
2.51	96.73	0.97	27.0	4	0	272.0	324	4,4,2,4	0,4.0,13.0,16.0	0.33,0.96,0.95,0.95	tensor([96.7345,  2.5128])	0.01	2.65
4.98	59.97	0.95	28.0	5	0	271.0	311	4,2,2,4,3	0,4.0,5.0,6.0,17.0	0.33,0.96,0.95,0.94,0.94	tensor([59.9657,  4.9795])	0.01	2.35
4.98	89.34	0.99	11.0	5	0	288.0	354	4,2,3,3,3	0,4.0,5.0,12.0,28.0	0.33,0.96,0.95,0.94,0.93	tensor([89.3412,  4.9832])	0.01	2.35
4.07	102.32	0.99	11.0	4	1	288.0	362	3,4,3,1,3,3,4,4	0,1.0,4.0,11.0,1.0,3.0,7.0,22.0	0.3,0.98,0.96,0.94,0.97,0.95,0.94,0.93	tensor([102.3184,   4.0708])	0.02	2.75
10.0	1.23	0.92	1.0	2	4	298.0	301	2,2,3,1,4,3,3,1,3,4,1,1,2,2	0,1.0,2.0,5.0,1.0,4.0,9.0,21.0,1.0,3.0,8.0,1.0,1.0,2.0	0.19,0.92,0.85,0.88,0.94,0.86,0.87,0.86,0.97,0.92,0.88,0.96,0.92,0.85	tensor([ 1.2315, 10.0000])	0.02	1.55
5.64	71.17	0.97	22.0	5	0	277.0	346	2,3,3,4,3	0,1.0,3.0,8.0,26.0	0.19,0.92,0.91,0.91,0.92	tensor([71.1670,  5.6390])	0.01	2.65
1.27	205.35	0.99	13.0	4	0	286.0	400	4,3,4,4	0,4.0,10.0,33.0	0.33,0.96,0.95,0.95	tensor([205.3511,   1.2726])	0.01	2.8
2.51	96.73	0.97	27.0	4	0	272.0	324	4,4,2,4	0,4.0,13.0,16.0	0.33,0.96,0.95,0.95	tensor([96.7345,  2.5128])	0.01	2.65
2.51	198.83	1.0	2.0	5	0	297.0	417	4,2,3,4,4	0,4.0,5.0,12.0,37.0	0.33,0.96,0.95,0.94,0.94	tensor([198.8307,   2.5064])	0.01	2.65
1.28	207.95	1.0	9.0	4	0	290.0	407	4,4,3,4	0,4.0,13.0,34.0	0.33,0.96,0.95,0.94	tensor([207.9538,   1.2763])	0.01	2.8
1.27	205.35	0.99	13.0	4	0	286.0	400	4,3,4,4	0,4.0,10.0,33.0	0.33,0.96,0.95,0.95	tensor([205.3511,   1.2726])	0.01	2.8
4.09	98.33	0.98	15.0	5	0	284.0	361	3,4,3,3,3	0,1.0,4.0,11.0,29.0	0.3,0.98,0.96,0.94,0.93	tensor([98.3286,  4.0857])	0.01	2.65
8.73	16.29	0.91	15.0	5	1	284.0	315	3,2,3,2,1,3,3,2,3,4	0,1.0,2.0,5.0,6.0,1.0,3.0,6.0,7.0,13.0	0.3,0.98,0.96,0.94,0.93,0.96,0.91,0.87,0.85,0.83	tensor([16.2884,  8.7317])	0.02	2.0
1.27	93.92	0.95	42.0	3	0	257.0	302	4,4,4	0,4.0,13.0	0.33,0.96,0.95	tensor([93.9238,  1.2678])	0.01	2.8
5.97	91.69	1.0	1.0	5	0	298.0	407	1,4,4,3,3	0,1.0,4.0,14.0,39.0	0.19,0.91,0.89,0.91,0.90	tensor([91.6899,  5.9743])	0.01	2.8
7.49	48.42	0.96	16.0	6	0	283.0	353	1,2,2,4,4,3	0,1.0,2.0,3.0,9.0,28.0	0.19,0.91,0.83,0.77,0.79,0.86	tensor([48.4194,  7.4886])	0.01	2.5
4.4	111.86	0.98	18.0	5	0	281.0	374	2,3,4,3,4	0,1.0,3.0,10.0,27.0	0.19,0.92,0.91,0.92,0.91	tensor([111.8638,   4.4024])	0.01	2.8
5.97	82.32	0.99	11.0	5	0	288.0	383	1,3,4,4,3	0,1.0,3.0,10.0,34.0	0.19,0.91,0.88,0.89,0.90	tensor([82.3235,  5.9669])	0.01	2.8
5.96	81.57	0.98	18.0	5	0	281.0	374	1,3,4,3,4	0,1.0,3.0,10.0,27.0	0.19,0.91,0.88,0.89,0.88	tensor([81.5702,  5.9632])	0.01	2.8
6.55	42.97	0.98	6.0	6	0	293.0	330	3,3,3,2,4,2	0,1.0,3.0,8.0,10.0,31.0	0.3,0.98,0.96,0.94,0.93,0.93	tensor([42.9749,  6.5514])	0.01	2.35
8.74	10.11	0.88	13.0	3	1	286.0	300	1,2,4,2,4,1,2,4,3	0,1.0,2.0,6.0,7.0,21.0,1.0,2.0,6.0	0.19,0.91,0.83,0.84,0.82,0.82,0.97,0.94,0.88	tensor([10.1142,  8.7354])	0.02	2.3
6.86	59.76	0.97	14.0	6	0	285.0	355	2,3,2,3,4,3	0,1.0,3.0,4.0,9.0,28.0	0.19,0.92,0.91,0.88,0.89,0.89	tensor([59.7629,  6.8634])	0.01	2.5
4.08	65.17	0.94	36.0	5	0	263.0	305	3,4,2,3,4	0,1.0,4.0,5.0,13.0	0.3,0.98,0.96,0.95,0.93	tensor([65.1665,  4.0782])	0.01	2.65
7.2	29.58	0.89	33.0	5	0	266.0	305	1,3,4,2,4	0,1.0,3.0,10.0,12.0	0.19,0.91,0.88,0.89,0.87	tensor([29.5780,  7.1997])	0.01	2.65
8.74	33.96	0.78	31.0	7	0	299.0	372	1,3,2,3,2,4,3	0,1.0,3.0,4.0,9.0,11.0,31.0	0.19,0.91,0.88,0.84,0.82,0.79,0.78	tensor([33.9603,  8.7354])	0.01	2.35
3.75	65.14	0.98	12.0	4	0	287.0	327	4,3,4,2	0,4.0,10.0,33.0	0.33,0.96,0.95,0.95	tensor([65.1430,  3.7531])	0.01	2.5
1.28	207.95	1.0	8.0	4	0	291.0	408	4,4,3,4	0,4.0,13.0,34.0	0.33,0.96,0.95,0.94	tensor([207.9538,   1.2763])	0.01	2.8
5.31	62.49	0.95	27.0	5	0	272.0	322	3,3,3,3,3	0,1.0,3.0,8.0,20.0	0.3,0.98,0.96,0.94,0.93	tensor([62.4854,  5.3148])	0.01	2.5
4.99	43.45	0.95	20.0	4	0	279.0	309	4,3,3,2	0,4.0,10.0,25.0	0.33,0.96,0.95,0.94	tensor([43.4520,  4.9896])	0.01	2.35
4.08	65.17	0.94	36.0	5	0	263.0	305	3,4,2,3,4	0,1.0,4.0,5.0,13.0	0.3,0.98,0.96,0.95,0.93	tensor([65.1665,  4.0782])	0.01	2.65
5.3	71.7	0.97	18.0	6	0	281.0	336	3,2,3,4,2,4	0,1.0,2.0,5.0,15.0,18.0	0.3,0.98,0.96,0.94,0.94,0.93	tensor([71.6985,  5.3037])	0.01	2.5
8.75	3.87	0.96	1.0	1	2	299.0	303	2,3,2,2,3,1,3,3,2,4,1,4	0,1.0,3.0,4.0,5.0,11.0,1.0,3.0,6.0,7.0,17.0,1.0	0.19,0.92,0.91,0.88,0.86,0.85,0.96,0.90,0.86,0.84,0.83,0.96	tensor([3.8742, 8.7457])	0.02	1.95
8.45	5.81	0.9	39.0	0	1	299.0	300	1,4,4,3,1	0,1.0,4.0,14.0,39.0	0.19,0.91,0.89,0.91,0.90	tensor([5.8079, 8.4548])	0.01	2.6
6.88	45.37	0.94	26.0	5	0	273.0	323	2,3,3,3,3	0,1.0,3.0,8.0,20.0	0.19,0.92,0.91,0.91,0.90	tensor([45.3688,  6.8755])	0.01	2.5
4.07	94.12	0.97	26.0	5	0	273.0	338	3,3,3,3,4	0,1.0,3.0,8.0,20.0	0.3,0.98,0.96,0.94,0.93	tensor([94.1195,  4.0745])	0.01	2.65
1.61	202.23	0.99	10.0	5	0	289.0	413	3,3,4,4,4	0,1.0,3.0,10.0,34.0	0.3,0.98,0.96,0.95,0.94	tensor([202.2262,   1.6051])	0.01	2.95
5.32	43.86	0.95	20.0	5	0	279.0	310	3,3,3,4,2	0,1.0,3.0,8.0,26.0	0.3,0.98,0.96,0.94,0.94	tensor([43.8618,  5.3185])	0.01	2.5
7.48	48.02	0.98	10.0	4	2	289.0	351	2,2,1,4,1,4,3,4,3	0,1.0,2.0,1.0,4.0,1.0,4.0,9.0,26.0	0.19,0.92,0.85,0.88,0.81,0.91,0.82,0.86,0.88	tensor([48.0223,  7.4783])	0.02	2.4
3.75	62.9	0.94	34.0	4	0	265.0	303	4,2,4,3	0,4.0,5.0,15.0	0.33,0.96,0.95,0.95	tensor([62.8983,  3.7457])	0.01	2.5
7.4	50.08	0.98	8.0	5	2	291.0	354	4,1,3,1,2,4,3,3,4	0,4.0,1.0,3.0,1.0,2.0,5.0,11.0,23.0	0.33,0.96,0.96,0.94,0.95,0.90,0.88,0.88,0.87	tensor([50.0832,  7.4012])	0.02	2.25
5.64	69.44	0.96	26.0	5	0	273.0	338	2,3,3,3,4	0,1.0,3.0,8.0,20.0	0.19,0.92,0.91,0.91,0.90	tensor([69.4359,  5.6353])	0.01	2.65
5.65	76.83	0.98	13.0	5	0	286.0	363	2,4,3,3,3	0,1.0,4.0,11.0,29.0	0.19,0.92,0.92,0.92,0.91	tensor([76.8298,  5.6464])	0.01	2.65
1.27	93.92	0.95	41.0	3	0	258.0	303	4,4,4	0,4.0,13.0	0.33,0.96,0.95	tensor([93.9238,  1.2678])	0.01	2.8
8.73	24.0	0.97	6.0	7	0	293.0	362	1,3,2,3,2,3,4	0,1.0,3.0,4.0,9.0,11.0,24.0	0.19,0.91,0.88,0.84,0.82,0.79,0.76	tensor([24.0031,  8.7317])	0.01	2.35
1.27	93.92	0.95	41.0	3	0	258.0	303	4,4,4	0,4.0,13.0	0.33,0.96,0.95	tensor([93.9238,  1.2678])	0.01	2.8
4.98	59.97	0.95	26.0	5	0	273.0	313	4,2,2,4,3	0,4.0,5.0,6.0,17.0	0.33,0.96,0.95,0.94,0.94	tensor([59.9657,  4.9795])	0.01	2.35
2.51	136.79	0.99	11.0	4	0	288.0	375	4,3,4,3	0,4.0,10.0,33.0	0.33,0.96,0.95,0.95	tensor([136.7911,   2.5128])	0.01	2.65
1.27	205.35	0.99	11.0	4	0	288.0	402	4,3,4,4	0,4.0,10.0,33.0	0.33,0.96,0.95,0.95	tensor([205.3511,   1.2726])	0.01	2.8
6.54	55.11	0.96	20.0	6	0	279.0	328	3,3,2,3,3,3	0,1.0,3.0,4.0,9.0,21.0	0.3,0.98,0.96,0.95,0.94,0.92	tensor([55.1135,  6.5439])	0.01	2.35
9.65	10.28	0.98	2.0	3	1	297.0	314	1,4,3,3,1,3,3,3	0,1.0,4.0,11.0,29.0,1.0,3.0,7.0	0.19,0.91,0.89,0.89,0.88,0.98,0.94,0.90	tensor([10.2812,  9.6484])	0.01	2.45
5.97	91.69	0.9	39.0	5	0	299.0	408	1,4,4,3,3	0,1.0,4.0,14.0,39.0	0.19,0.91,0.89,0.91,0.90	tensor([91.6899,  5.9743])	0.01	2.8
5.64	69.44	0.96	26.0	5	0	273.0	338	2,3,3,3,4	0,1.0,3.0,8.0,20.0	0.19,0.92,0.91,0.91,0.90	tensor([69.4359,  5.6353])	0.01	2.65
3.75	62.9	0.94	33.0	4	0	266.0	304	4,2,4,3	0,4.0,5.0,15.0	0.33,0.96,0.95,0.95	tensor([62.8983,  3.7457])	0.01	2.5
4.07	133.12	0.99	7.0	6	0	292.0	390	3,3,2,4,3,4	0,1.0,3.0,4.0,12.0,30.0	0.3,0.98,0.96,0.95,0.94,0.93	tensor([133.1188,   4.0708])	0.01	2.65
5.32	61.19	0.98	12.0	6	0	287.0	335	3,4,2,4,2,3	0,1.0,4.0,5.0,16.0,19.0	0.3,0.98,0.96,0.95,0.94,0.93	tensor([61.1859,  5.3222])	0.01	2.5
4.09	98.33	0.99	12.0	5	0	287.0	364	3,4,3,3,3	0,1.0,4.0,11.0,29.0	0.3,0.98,0.96,0.94,0.93	tensor([98.3286,  4.0857])	0.01	2.65
9.88	6.67	0.94	4.0	3	3	295.0	305	4,1,4,4,1,2,3,3,1,3,4,2	0,4.0,1.0,4.0,13.0,1.0,2.0,5.0,11.0,1.0,3.0,8.0	0.33,0.96,0.96,0.94,0.94,0.98,0.95,0.93,0.92,0.97,0.92,0.88	tensor([6.6692, 9.8847])	0.02	2.05
5.32	88.17	1.0	1.0	6	0	298.0	373	3,3,4,2,3,3	0,1.0,3.0,10.0,12.0,30.0	0.3,0.98,0.96,0.95,0.94,0.93	tensor([88.1741,  5.3185])	0.01	2.5
5.31	62.49	0.96	25.0	5	0	274.0	324	3,3,3,3,3	0,1.0,3.0,8.0,20.0	0.3,0.98,0.96,0.94,0.93	tensor([62.4854,  5.3148])	0.01	2.5
5.64	45.29	0.93	31.0	5	0	268.0	307	2,3,4,2,4	0,1.0,3.0,10.0,12.0	0.19,0.92,0.91,0.92,0.91	tensor([45.2948,  5.6390])	0.01	2.65
3.73	104.15	0.98	21.0	4	1	278.0	345	4,1,3,3,4,4	0,4.0,1.0,3.0,7.0,21.0	0.33,0.96,0.96,0.94,0.93,0.93	tensor([104.1534,   3.7328])	0.01	2.6
4.07	94.12	0.97	25.0	5	0	274.0	339	3,3,3,3,4	0,1.0,3.0,8.0,20.0	0.3,0.98,0.96,0.94,0.93	tensor([94.1195,  4.0745])	0.01	2.65
1.27	93.92	0.95	40.0	3	0	259.0	304	4,4,4	0,4.0,13.0	0.33,0.96,0.95	tensor([93.9238,  1.2678])	0.01	2.8
6.87	69.23	1.0	1.0	6	0	298.0	381	2,4,2,3,3,3	0,1.0,4.0,5.0,13.0,33.0	0.19,0.92,0.92,0.90,0.90,0.89	tensor([69.2251,  6.8745])	0.01	2.5
7.78	27.77	0.93	19.0	6	0	280.0	305	3,3,2,3,3,2	0,1.0,3.0,4.0,9.0,21.0	0.3,0.98,0.96,0.95,0.94,0.92	tensor([27.7660,  7.7842])	0.01	2.2
3.74	64.9	0.94	36.0	4	0	263.0	300	4,2,3,4	0,4.0,5.0,12.0	0.33,0.96,0.95,0.94	tensor([64.9031,  3.7419])	0.01	2.5
4.08	92.93	0.98	19.0	5	0	280.0	349	3,3,3,4,3	0,1.0,3.0,8.0,26.0	0.3,0.98,0.96,0.94,0.94	tensor([92.9296,  4.0783])	0.01	2.65
3.75	93.01	0.98	18.0	4	0	281.0	344	4,3,3,3	0,4.0,10.0,25.0	0.33,0.96,0.95,0.94	tensor([93.0074,  3.7494])	0.01	2.5
2.85	63.03	0.94	38.0	4	0	261.0	300	3,4,4,3	0,1.0,4.0,14.0	0.3,0.98,0.96,0.95	tensor([63.0266,  2.8454])	0.01	2.8
7.2	50.13	0.96	19.0	5	0	280.0	349	1,3,3,4,3	0,1.0,3.0,8.0,26.0	0.19,0.91,0.88,0.87,0.88	tensor([50.1275,  7.1997])	0.01	2.65
8.75	3.27	0.97	1.0	1	3	298.0	302	2,2,3,4,2,1,1,4,3,1,4	0,1.0,2.0,5.0,15.0,18.0,1.0,1.0,4.0,8.0,1.0	0.19,0.92,0.85,0.88,0.90,0.88,0.97,0.94,0.85,0.88,0.96	tensor([3.2702, 8.7457])	0.02	2.05
7.48	22.54	0.91	21.0	3	2	278.0	311	1,4,3,1,4,1,4,3,4	0,1.0,4.0,11.0,1.0,4.0,1.0,4.0,10.0	0.19,0.91,0.89,0.89,0.96,0.90,0.94,0.86,0.85	tensor([22.5367,  7.4849])	0.02	2.7
1.61	220.56	1.0	2.0	5	0	297.0	435	3,4,3,4,4	0,1.0,4.0,11.0,38.0	0.3,0.98,0.96,0.94,0.94	tensor([220.5589,   1.6088])	0.01	2.95
10.0	5.93	0.88	7.0	3	2	299.0	307	3,3,4,3,1,3,1,3,3,2	0,1.0,3.0,10.0,27.0,1.0,3.0,1.0,3.0,7.0	0.3,0.98,0.96,0.95,0.93,0.98,0.96,0.96,0.91,0.88	tensor([ 5.9328, 10.0000])	0.02	2.1
7.18	13.29	0.9	13.0	2	1	286.0	300	1,3,3,4,1,4,4	0,1.0,3.0,8.0,26.0,1.0,4.0	0.19,0.91,0.88,0.87,0.88,0.98,0.92	tensor([13.2902,  7.1773])	0.01	2.75
6.22	28.99	0.93	20.0	3	2	279.0	303	4,4,1,3,1,4,3,3	0,4.0,13.0,1.0,3.0,1.0,4.0,10.0	0.33,0.96,0.95,0.98,0.96,0.96,0.93,0.92	tensor([28.9903,  6.2190])	0.01	2.4
5.98	38.26	0.9	37.0	4	0	262.0	301	1,4,4,3	0,1.0,4.0,14.0	0.19,0.91,0.89,0.91	tensor([38.2554,  5.9763])	0.01	2.8
2.84	93.18	0.97	30.0	5	0	269.0	324	3,4,2,4,4	0,1.0,4.0,5.0,16.0	0.3,0.98,0.96,0.95,0.94	tensor([93.1758,  2.8417])	0.01	2.8
6.56	41.95	0.97	11.0	6	0	288.0	326	3,4,3,2,2,3	0,1.0,4.0,11.0,13.0,16.0	0.3,0.98,0.96,0.94,0.93,0.92	tensor([41.9522,  6.5587])	0.01	2.35
7.21	36.13	0.94	20.0	5	0	279.0	324	1,4,4,2,3	0,1.0,4.0,14.0,17.0	0.19,0.91,0.89,0.91,0.89	tensor([36.1262,  7.2108])	0.01	2.65
2.52	64.71	0.96	24.0	3	1	275.0	309	4,4,1,4,3,4	0,4.0,13.0,1.0,4.0,10.0	0.33,0.96,0.95,0.98,0.96,0.95	tensor([64.7138,  2.5185])	0.01	2.75
4.99	33.75	0.94	21.0	3	2	278.0	301	4,4,1,4,1,3,4,3	0,4.0,13.0,1.0,4.0,1.0,3.0,9.0	0.33,0.96,0.95,0.98,0.96,0.96,0.94,0.94	tensor([33.7500,  4.9898])	0.01	2.55
6.21	47.11	0.96	16.0	5	1	283.0	322	4,1,4,2,3,2,4	0,4.0,1.0,4.0,5.0,12.0,14.0	0.33,0.96,0.96,0.94,0.93,0.92,0.91	tensor([47.1144,  6.2069])	0.01	2.3
2.85	150.45	0.99	11.0	5	0	288.0	388	3,4,3,3,4	0,1.0,4.0,11.0,29.0	0.3,0.98,0.96,0.94,0.93	tensor([150.4501,   2.8454])	0.01	2.8
5.97	55.66	0.96	20.0	5	0	279.0	338	1,4,4,2,4	0,1.0,4.0,14.0,17.0	0.19,0.91,0.89,0.91,0.89	tensor([55.6588,  5.9706])	0.01	2.8
1.27	93.92	0.96	39.0	3	0	260.0	305	4,4,4	0,4.0,13.0	0.33,0.96,0.95	tensor([93.9238,  1.2678])	0.01	2.8
4.41	49.99	0.92	37.0	4	0	262.0	301	2,4,4,3	0,1.0,4.0,14.0	0.19,0.92,0.92,0.93	tensor([49.9947,  4.4108])	0.01	2.8
6.87	26.15	0.9	25.0	3	1	274.0	300	2,4,3,1,4,3,3	0,1.0,4.0,11.0,1.0,4.0,10.0	0.19,0.92,0.92,0.92,0.97,0.93,0.92	tensor([26.1485,  6.8698])	0.01	2.6
1.27	205.35	1.0	9.0	4	0	290.0	404	4,3,4,4	0,4.0,10.0,33.0	0.33,0.96,0.95,0.95	tensor([205.3511,   1.2726])	0.01	2.8
7.78	34.26	0.97	8.0	6	0	291.0	325	3,2,3,3,3,2	0,1.0,2.0,5.0,12.0,28.0	0.3,0.98,0.96,0.94,0.93,0.92	tensor([34.2632,  7.7805])	0.01	2.2
5.31	50.53	0.93	33.0	5	0	266.0	304	3,2,3,4,3	0,1.0,2.0,5.0,15.0	0.3,0.98,0.96,0.94,0.94	tensor([50.5261,  5.3074])	0.01	2.5
5.32	88.17	0.93	30.0	6	0	299.0	374	3,3,4,2,3,3	0,1.0,3.0,10.0,12.0,30.0	0.3,0.98,0.96,0.95,0.94,0.93	tensor([88.1741,  5.3185])	0.01	2.5
9.96	6.33	0.89	7.0	3	2	292.0	304	1,3,2,3,1,4,2,3,1,3,3,3	0,1.0,3.0,4.0,9.0,1.0,4.0,5.0,11.0,1.0,3.0,6.0	0.19,0.91,0.88,0.84,0.82,0.95,0.87,0.84,0.80,0.95,0.89,0.85	tensor([6.3301, 9.9580])	0.02	1.95
1.28	207.95	1.0	4.0	4	0	295.0	412	4,4,3,4	0,4.0,13.0,34.0	0.33,0.96,0.95,0.94	tensor([207.9538,   1.2763])	0.01	2.8
3.75	62.9	0.95	31.0	4	0	268.0	306	4,2,4,3	0,4.0,5.0,15.0	0.33,0.96,0.95,0.95	tensor([62.8983,  3.7457])	0.01	2.5
2.52	137.06	1.0	4.0	4	0	295.0	385	4,4,3,3	0,4.0,13.0,34.0	0.33,0.96,0.95,0.94	tensor([137.0565,   2.5165])	0.01	2.65
8.11	28.2	0.94	16.0	6	0	283.0	321	2,4,2,3,2,3	0,1.0,4.0,5.0,13.0,16.0	0.19,0.92,0.92,0.90,0.90,0.88	tensor([28.1996,  8.1111])	0.01	2.35
1.27	93.92	0.96	38.0	3	0	261.0	306	4,4,4	0,4.0,13.0	0.33,0.96,0.95	tensor([93.9238,  1.2678])	0.01	2.8
4.09	62.83	0.99	7.0	5	0	292.0	333	3,3,4,4,2	0,1.0,3.0,10.0,34.0	0.3,0.98,0.96,0.95,0.94	tensor([62.8252,  4.0857])	0.01	2.65
4.08	93.24	0.98	14.0	5	0	285.0	357	3,3,4,3,3	0,1.0,3.0,10.0,27.0	0.3,0.98,0.96,0.95,0.93	tensor([93.2374,  4.0820])	0.01	2.65
2.51	140.43	0.99	16.0	4	0	283.0	364	4,3,3,4	0,4.0,10.0,25.0	0.33,0.96,0.95,0.94	tensor([140.4271,   2.5091])	0.01	2.65
7.77	30.37	0.94	18.0	7	0	281.0	316	3,3,2,2,3,2,4	0,1.0,3.0,4.0,5.0,11.0,13.0	0.3,0.98,0.96,0.95,0.94,0.92,0.91	tensor([30.3716,  7.7657])	0.01	2.2
1.27	93.92	0.96	38.0	3	0	261.0	306	4,4,4	0,4.0,13.0	0.33,0.96,0.95	tensor([93.9238,  1.2678])	0.01	2.8
2.85	145.31	1.0	1.0	5	0	298.0	404	3,4,3,4,3	0,1.0,4.0,11.0,38.0	0.3,0.98,0.96,0.94,0.94	tensor([145.3101,   2.8491])	0.01	2.8
6.88	29.73	0.9	29.0	5	0	270.0	300	2,3,4,2,3	0,1.0,3.0,10.0,12.0	0.19,0.92,0.91,0.92,0.91	tensor([29.7269,  6.8792])	0.01	2.5
10.0	7.53	0.82	15.0	5	1	284.0	307	2,3,1,3,2,3,3,2	0,1.0,3.0,1.0,3.0,4.0,9.0,19.0	0.19,0.92,0.91,0.93,0.88,0.84,0.80,0.78	tensor([ 7.5265, 10.0000])	0.01	2.0
5.33	43.86	0.98	10.0	5	0	289.0	324	3,4,3,3,2	0,1.0,4.0,11.0,29.0	0.3,0.98,0.96,0.94,0.93	tensor([43.8594,  5.3259])	0.01	2.5
8.69	16.19	0.92	12.0	3	2	287.0	311	1,1,2,4,4,1,4,3,3	0,1.0,1.0,2.0,6.0,18.0,1.0,4.0,10.0	0.19,0.91,0.86,0.76,0.80,0.87,0.97,0.91,0.88	tensor([16.1909,  8.6945])	0.02	2.4
4.99	63.67	0.99	3.0	5	0	296.0	341	4,4,2,2,3	0,4.0,13.0,16.0,19.0	0.33,0.96,0.95,0.95,0.94	tensor([63.6730,  4.9943])	0.01	2.35
2.85	63.03	0.94	36.0	4	0	263.0	302	3,4,4,3	0,1.0,4.0,14.0	0.3,0.98,0.96,0.95	tensor([63.0266,  2.8454])	0.01	2.8
5.3	80.45	0.97	19.0	6	0	280.0	344	3,2,2,4,3,4	0,1.0,2.0,3.0,9.0,21.0	0.3,0.98,0.96,0.95,0.93,0.92	tensor([80.4507,  5.2963])	0.01	2.5
9.65	22.52	0.97	7.0	6	0	292.0	358	1,2,3,3,3,3	0,1.0,2.0,5.0,12.0,28.0	0.19,0.91,0.83,0.81,0.79,0.78	tensor([22.5157,  9.6523])	0.01	2.35
4.41	49.99	0.93	35.0	4	0	264.0	303	2,4,4,3	0,1.0,4.0,14.0	0.19,0.92,0.92,0.93	tensor([49.9947,  4.4108])	0.01	2.8
4.99	78.5	0.93	25.0	4	1	299.0	360	4,3,1,4,3,3,3	0,4.0,10.0,1.0,4.0,10.0,25.0	0.33,0.96,0.95,0.97,0.95,0.94,0.93	tensor([78.5014,  4.9852])	0.01	2.45
2.51	140.43	0.99	15.0	4	0	284.0	365	4,3,3,4	0,4.0,10.0,25.0	0.33,0.96,0.95,0.94	tensor([140.4271,   2.5091])	0.01	2.65
9.97	4.64	0.95	2.0	2	1	297.0	303	1,3,2,2,3,3,1,3,3	0,1.0,3.0,4.0,5.0,11.0,24.0,1.0,3.0	0.19,0.91,0.88,0.84,0.81,0.79,0.76,0.96,0.91	tensor([4.6421, 9.9719])	0.01	2.0
2.85	63.03	0.94	35.0	4	0	264.0	303	3,4,4,3	0,1.0,4.0,14.0	0.3,0.98,0.96,0.95	tensor([63.0266,  2.8454])	0.01	2.8
8.44	21.06	0.88	25.0	5	0	274.0	307	1,4,3,2,3	0,1.0,4.0,11.0,13.0	0.19,0.91,0.89,0.89,0.87	tensor([21.0587,  8.4437])	0.01	2.5
8.75	4.33	0.97	1.0	1	4	299.0	303	2,1,4,1,3,4,1,3,4,3,1,4	0,1.0,1.0,4.0,1.0,3.0,9.0,1.0,3.0,9.0,21.0,1.0	0.19,0.92,0.88,0.85,0.92,0.84,0.82,0.95,0.88,0.83,0.84,0.97	tensor([4.3282, 8.7457])	0.02	2.3
5.98	38.26	0.91	35.0	4	0	264.0	303	1,4,4,3	0,1.0,4.0,14.0	0.19,0.91,0.89,0.91	tensor([38.2554,  5.9763])	0.01	2.8
6.25	84.91	1.0	2.0	7	0	297.0	392	2,2,2,2,4,4,4	0,1.0,2.0,3.0,4.0,11.0,31.0	0.19,0.92,0.85,0.79,0.74,0.79,0.87	tensor([84.9066,  6.2483])	0.02	2.5
4.4	109.19	0.98	16.0	5	0	283.0	373	2,3,3,4,4	0,1.0,3.0,8.0,26.0	0.19,0.92,0.91,0.91,0.92	tensor([109.1935,   4.3987])	0.01	2.8
4.08	65.17	0.95	31.0	5	0	268.0	310	3,4,2,3,4	0,1.0,4.0,5.0,13.0	0.3,0.98,0.96,0.95,0.93	tensor([65.1665,  4.0782])	0.01	2.65
4.74	59.83	0.94	35.0	4	0	264.0	315	1,4,4,4	0,1.0,4.0,14.0	0.19,0.91,0.89,0.91	tensor([59.8254,  4.7360])	0.01	2.95
5.98	38.26	0.91	35.0	4	0	264.0	303	1,4,4,3	0,1.0,4.0,14.0	0.19,0.91,0.89,0.91	tensor([38.2554,  5.9763])	0.01	2.8
4.07	94.12	0.97	22.0	5	0	277.0	342	3,3,3,3,4	0,1.0,3.0,8.0,20.0	0.3,0.98,0.96,0.94,0.93	tensor([94.1195,  4.0745])	0.01	2.65
3.17	77.13	0.95	35.0	4	0	264.0	315	2,4,4,4	0,1.0,4.0,14.0	0.19,0.92,0.92,0.93	tensor([77.1297,  3.1706])	0.01	2.95
4.07	94.12	0.97	22.0	5	0	277.0	342	3,3,3,3,4	0,1.0,3.0,8.0,20.0	0.3,0.98,0.96,0.94,0.93	tensor([94.1195,  4.0745])	0.01	2.65
5.63	54.49	0.94	30.0	5	0	269.0	318	2,2,4,3,4	0,1.0,2.0,6.0,15.0	0.19,0.92,0.85,0.91,0.90	tensor([54.4855,  5.6316])	0.01	2.65
7.2	33.28	0.91	28.0	5	0	271.0	313	1,4,2,4,3	0,1.0,4.0,5.0,16.0	0.19,0.91,0.89,0.87,0.88	tensor([33.2780,  7.2034])	0.01	2.65
9.94	11.29	0.8	26.0	4	1	273.0	310	1,1,3,3,3,3	0,1.0,1.0,3.0,7.0,16.0	0.19,0.91,0.86,0.79,0.77,0.76	tensor([11.2884,  9.9440])	0.01	2.3
7.48	7.14	0.97	2.0	2	1	299.0	302	4,4,3,1,2,2	0,4.0,13.0,34.0,1.0,2.0	0.33,0.96,0.95,0.94,0.98,0.97	tensor([7.1398, 7.4758])	0.01	2.15
2.51	140.43	0.99	14.0	4	0	285.0	366	4,3,3,4	0,4.0,10.0,25.0	0.33,0.96,0.95,0.94	tensor([140.4271,   2.5091])	0.01	2.65
